video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"qQ1RnhQaJn4","Она купила щенка, но его стали бояться сородичи. Оказалось, это не собака.","2018-10-31T16:17:13.000Z","UC_ifeFWvek6fq1Z39TPpTrA","Про животных и не только!!!","22","18.01.11","[none]","20638","218","21","30","https://i.ytimg.com/vi/qQ1RnhQaJn4/default.jpg","False","False","источник:https://medialeaks.ru/0905bva-strannaya-sobaka/"
"jbnEXPrN9iQ","ДАХШАТ ҚАШҚАДАРЁДА ЖУДА АЯНЧЛИ ЖИНОЯТ","2018-10-31T14:48:50.000Z","UCbtqA-N6w1IkyVvHkSrXFiw","Fox Uz","22","18.01.11","[none]","105504","490","99","293","https://i.ytimg.com/vi/jbnEXPrN9iQ/default.jpg","False","False","ДАХШАТ ҚАШҚАДАРЁДА ЖУДА АЯНЧЛИ ЖИНОЯТ"
"sn8XgSOElmg","Мальбэк х Сюзанна – Волнует меня","2018-10-30T10:15:25.000Z","UCnE0DWdkLRoP2BcJavvDqDQ","MLBC","10","18.01.11","мальбэк|сюзанна|роман варнин|сюзанна варнина|александр пьяных|pop|rap","383946","21856","1456","851","https://i.ytimg.com/vi/sn8XgSOElmg/default.jpg","False","False","Песня на электронных площадках: https://band.link/MSRepРеж. Полина ЗайцеваОпер. Анатоль ТрофимовПрод. Роман ВарнинМонтаж Никита ВильчинскийПрезентация альбома: 07 ноября — Москва, RED.14 ноября – Воронеж, РК Парнас. Билеты: https://vk.cc/8xvvyI 15 ноября – Ростов-на-Дону, Rave club. Билеты: https://vk.cc/8xvvyI 16 ноября – Краснодар, Sgt. Pepper's Bar.  17 ноября – Волгоград, Друзья Бар. Билеты: https://vk.cc/8xvvyI 18 ноября – Саратов, Machine Head. Билеты: https://vk.cc/8xvvyIПодписаться на канал: http://bit.ly/mlbcyt"
"5nXZ9EyAMJ8","Морозова 2 сезон 46 серия Тень сомнения (2018) Детектив @ Русские сериалы","2018-10-31T12:51:16.000Z","UCcGkkZ3cu4wKTJKSNy_fDmw","Русские сериалы","1","18.01.11","Морозова 2 сезон 46 серия|Морозова 2 сезон|46 серия|Тень сомнения|морозова серия Тень сомнения|морозова 2 сезон 46 серия смотреть онлайн|морозова 2018|морозова сериал 2 сезон|детектив морозова|детектив морозова 2 сезон|морозова новый сезон|детектив|детективный сериал морозова|детективные сериалы россия|детективные сериалы 2018|следователь|Тара Амирханова|Дмитрий Блохин|морозова сериал 2 сезон смотреть онлайн|детективы 2018 года смотреть онлайн|детектив 2018","69779","206","46","68","https://i.ytimg.com/vi/5nXZ9EyAMJ8/default.jpg","False","False","Детективный сериал Морозова 2 сезон 46 серия Тень сомнения смотреть онлайн бесплатно в хорошем качестве❏ Подпишись на Русские сериалы ▶https://www.youtube.com/c/russiantvseries?sub_confirmation=1❏ Все серии подряд ▶https://www.youtube.com/watch?v=Jzr2YX0KXBs&index=2&list=PLFwn5mqJn1su5i0WkcE7hZyPQjhkENGZO&t=0s————————В собственном загородном доме убит старинный, еще армейский друг Варламова и его жена. За несколько часов до убийства Варламов и Родионова были у них в гостях, и вот теперь Родионова вынуждена выслушивать отчет экспертов о том, что ее знакомые были жестоко убиты после нескольких часов изощренных пыток. Выясняется, что убитый вот-вот должен был баллотироваться в депутаты местного совета. Подозрения падают на его конкурента, и Авдеев проверяет эту версию. В это же время происходит еще одно убийство, расследованием которого занимается Белкин. Оба следователя обращают внимание на то, что почерк преступников, совершивших убийства, очень схож. Это наводит их на мысль о связи убийств. Следствие выясняет, что все убитые были знакомы с Варламовым еще по армии. У Авдеева возникает предположение, что и самому Варламову может грозить опасность. И действительно, Варламов подвергается нападению неизвестных…————————В новом сезоне майор юстиции, талантливый эксперт-криминалист Морозова продолжает расследовать преступления благодаря уликами и следам, которые она и ее команда обнаруживают на месте преступления, и восстанавливает по ним картину происшествия.Однако если на службе равных Морозовой нет, то ее личная жизнь – сплошное разочарование. Попытка построить в первом сезоне отношения с Павлом не увенчалась успехом, и Анна совсем уж было поставила на себе крест. Но когда преступник похищает Ксюшу, дочь Морозовой, Анна встречается с майором Ворониным – однокурсником по Академии, а ныне сотрудником Следственного комитета, – который был влюблен в нее еще в студенчестве.Кроме того, у начальника УМВД Родионовой появляется новый заместитель – подполковник Маевский, красавец-мужчина. Дисциплинарная провинность, из-за которой его сослали в Калугу, лишь придает ему шарм. Маевский серьезно решил приударить за неприступной Морозовой. А тут еще олигарх Туманов… В итоге Морозова оказывается перед непростым выбором.Вдобавок появляется еще одна серьезная проблема. Благодаря своей принципиальности она перешла дорогу городской бизнес-элите, сросшейся с административной верхушкой.Морозову решено устранить…————————Режиссеры: Иван Щеголев, Сергей ЛесогоровВ ролях: Тара Амирханова, Дмитрий Блохин, Дмитрий Мазуров, Дарья Петриченко, Марианна Шульц, Иван Мамонов, Валерий Сторожик, Виктория Фишер, Татьяна Лянник, Дмитрий Бедерин, Дмитрий Блажко————————Смотри также ▶❏ Морозова 1 сезон https://bit.ly/MorozovaDetective ❏ Версия https://bit.ly/Versiya❏ Тайны следствия https://bit.ly/TainySledstviya1 ❏ Чокнутая https://bit.ly/4oknutaya ❏ Точки опоры https://bit.ly/TochkiOpory❏ Саша добрый, Саша злой https://bit.ly/SashaGoodBad ❏ Следователь Тихонов http://bit.ly/InvestigatorTikhonov_all ❏ Дорога домой https://bit.ly/WayToHome❏ По горячим следам https://bit.ly/InHotPursuit❏ Уголовное дело https://bit.ly/CriminalCase2015 ❏ Защитница https://bit.ly/DefenderWoman❏ Пыльная работа https://bit.ly/DustyWork ❏ Бригада http://bit.ly/Brigada_All   ❏ Верю не верю https://bit.ly/BelieveOrNot_all❏ Косатка http://bit.ly/Kosatka_all❏ Турецкий транзит http://bit.ly/TurkeyTransit_all❏ Неподкупный http://bit.ly/Incorruptible2015_all❏ Черная кошка https://bit.ly/BlackCat_all ❏ Гражданин Никто https://bit.ly/GrazhdaninNikto❏ Московская борзая http://bit.ly/MoskovskajaBorzaja_all❏ Позывной Стая. Сезон 2 http://bit.ly/CallsignFlock_all ❏ Каменская-6 http://bit.ly/Kamenskaya6_all ❏ Поиски улик http://bit.ly/Search4Clues_all ❏ Личное дело http://bit.ly/Li4noeDelo_all ❏ Агент http://bit.ly/Agent2013_all ❏ Шаповалов https://bit.ly/Shapovalov❏ Собачья работа https://bit.ly/DogLusha"
"I4lKbsNrYvQ","Чего вы не знали о царском подарке Порошенко","2018-10-31T12:18:58.000Z","UCVPYbobPRzz0SjinWekjUBw","Анатолий Шарий","23","18.01.11","[none]","322888","18457","284","2527","https://i.ytimg.com/vi/I4lKbsNrYvQ/default.jpg","False","False",""
"giuHoRkiGIs","Он знал совершенно всё...[Топ Сикрет]","2018-10-29T20:26:41.000Z","UC8M5YVWQan_3Elm-URehz9w","Utopia Show","24","18.01.11","Нострадамус предсказал|предсказания нострадамуса|нострадамус|провидец нострадамус|пророчества нострадамуса|пророчества для россии|предсказания для россии|предсказания на 2019 год|предсказания на 2018 год|астрологические предсказания|нострадамус астролог|видел будущее|топ сикрет|утопия шоу","1294824","175581","1295","16266","https://i.ytimg.com/vi/giuHoRkiGIs/default.jpg","False","False","Нострадамус...Такая известная личность. Говорят, что он знал всё о нашем будущем...А знаем ли мы что-нибудь о самом Нострадамусе?Средневековые доспехи были предоставлены очень крутым магазином средневековых товаров - Донжон   https://goo.gl/Eap1rgСъемки проходили в шикарных квестах:Операция Медвежья берлога https://goo.gl/jqDc6XИсчезнове­ние графини Паццо  https://goo.gl/zjzpoVДля вас мы приготовили подарочек! По этой ссылке вы получите 1300 квесто-рублей на покупку игры на сайте Мир Квестов : http://mir-kvestov.ru/invites/58fb36Удачной игры!Диктор:  Денис Строев - https://vk.com/dstroevГруппа ВК https://vk.com/utopia_show Поддержи наш проект:https://vk.com/app5727453_-96007970ВК https://vk.com/topatellaИнстаграм https://www.instagram.com/topatellahttps://www.instagram.com/arristarkhovahttps://www.instagram.com/aleksey_popadinetsMusic: Call My Name (Killrude Remix) BLAEKER feat.AdamAlexanderИсточники(документ): https://goo.gl/8cAqGjhttps://goo.gl/UooNMo (Скрины)Production Music courtesy of Epidemic Sound!"
"eKnvUSG3GXQ","Преображение подписчика! Новый формат Луи Вагон - Стиль","2018-10-31T15:05:05.000Z","UCf550mSY8XaiYfvNA2bumHg","Луи Вагон","26","18.01.11","луи вагон|луи батон|преображние луи вагон|мода|луи вагон чума|стиль|лук|шмот|сколько стоит|мода 2018|сколько стоит твоя одежда|одежда|как одеваться стильно|модные русские бренды|преображение|преображение подписчика|модный приговор|луи вагон стиль|стритвир|стритвир бренды|снимите это немедленно|уличная мода|модная одежда|модники|тренды 2018|street style|streetwear|трансформация|на стиле|покупки одежды|как стильно одеваться","52234","3616","173","368","https://i.ytimg.com/vi/eKnvUSG3GXQ/default.jpg","False","False","FL Locals: https://locals.faceslaces.com/men/brandsСалон Блондон: http://blondon.ruЧума на Пятнице: https://youtu.be/zeq2MCJsJPAМы хотим запустить новый формат - В Луи Вагон. СтильЧумаВечеринка, GevMua, Ида и их друзья будут преображать подписчиков Луи Вагон.Если ты смотришь на свой гардероб и плачешь - тебе к нам.Если ты не понимаешь, что тебе идёт - тебе к нам.Не знаешь, что ещё существует, кроме торгового центра возле дома? - Снова к нам.Мы не просто подарим тебе шмот, мы подарим тебе твой стиль.Смотри на #преображение в #ЛуиВагон #стиль"
"JXCMUfTqoHY","Загитова - не безоговорочный лидер нашей национальной команды .Так считает Наталья Бестемьянова","2018-10-31T13:00:31.000Z","UCm5MEUPrx4q5digloywcyKQ","Топовые Мысли","17","18.01.11","Наталья Бестемьянова|Загитова|алина заитова|фигурное катание|туктамышева|евгения медведева|гран при","15235","113","78","141","https://i.ytimg.com/vi/JXCMUfTqoHY/default.jpg","False","False","Загитова - не безоговорочный лидер нашей национальной команды .Так считает Наталья Бестемьяноваhttps://youtu.be/JXCMUfTqoHY"
"a2j48IJx5qQ","БЕНДИ 5 в РЕАЛЬНОЙ Жизни ФИНАЛ Bendy and the ink machine chapter 5 видео для детей Валеришка","2018-10-30T12:03:06.000Z","UCya1VRd9ps4LkG7bSaEozRA","Валеришка Sim","24","18.01.11","Bendy|семья играет в игры|летсплей|Валеришка|Валеришка сим|БЕНДИ 5 ГЛАВА|БЕНДИ|Bendy and the ink machine|БОРИС|БОРИС В ПЛЕНУ - БЕНДИ|борис бенди|АЛИСА|chapter 5|секреты|тайны|пасхалки|Для детей|Baldi|2018|kids show|fun|funny|популярный канал|детский канал|дети|irl|семейный игровой канал|в реальной жизни|Папа|челлендж|девочка блогер|новые серии|дружная семья|КОНЦОВКА|видео для детей|бенди|bendy|bendy 5|бенди5|bendy and the ink machine chapter 4","198810","3250","607","909","https://i.ytimg.com/vi/a2j48IJx5qQ/default.jpg","False","False","Мы В ИНСТАГРАММ https://www.instagram.com/valeriska_sim/НАШИ ИГРОВЫЕ КАНАЛЫВАЛЕРИШКА GAMES https://www.youtube.com/channel/UCN5v... ВАЛЕРИШКА PLAY https://www.youtube.com/channel/UCSpv...БЕНДИ 5 ГЛАВА Напугала МЕНЯ ФИНАЛ Bendy and the ink machine chapter 5 видео для детей Валеришка#БЕНДИ #валеришка НАША ГРУППА В ВК https://vk.com/club114289294Валеришка Сим это развлекательный канал, с множеством игровых, обучающих, развивающих и просто смешных видео с нами всегда весело и интересно!!!!!Production  Music  courtesy  of  Epidemic  Sound www.epidemicsound.com"
"udFZELBMR4k","КОРОЧЕ ГОВОРЯ, ТЕРМИНАТОРЫ [серия 2]","2018-10-31T07:00:06.000Z","UCmDPYQSxCVvMFOClPpVMgkg","Очкастый Задрот","23","18.01.11","очкастый|очкастый задрот|короче говоря|КОРОЧЕ ГОВОРЯ|ТЕРМИНАТОРЫ|ТЕРМИНАТОР 2|терминатор из будущего 2|Я В БУДУЩЕМ|КОРОЧЕ ГОВОРЯ ТЕРМИНАТОРЫ|терминаторы серия 2|КОРОЧЕ ГОВОРЯ Я В БУДУЩЕМ|короче говоря терминаторы из будущего|ТЕРМИНАТОРЫ ИЗ БУДУЩЕГО|КОРОЧЕ ГОВОРЯ КАРАНТИН|карантин|роботы|КОРОЧЕ ГОВОРЯ Я РОБОТ|rjhjxt ujdjhz|КОРОЧЕ|ГОВОРЯ|ОЧКАСТЫЙ ЗАДРОТ|ОЧКАСТЫЙ|ЗАДРОТ|очкастый задрод|очкастый задора|КАЖДЫЙ БРАТ ТАКОЙ|очкарик|ЮМОР","103645","15013","182","1335","https://i.ytimg.com/vi/udFZELBMR4k/default.jpg","False","False","КОРОЧЕ ГОВОРЯ, ТЕРМИНАТОРЫ [серия 2] - Очкастый задрот🎬 КОРОЧЕ ГОВОРЯ, ТЕРМИНАТОР ИЗ БУДУЩЕГО [серия 1]: https://youtu.be/zLvg0vjPv7k  🎬 ПРЕДЫДУЩИЙ РОЛИК КОРОЧЕ ГОВОРЯ: https://youtu.be/vQQgoi8tnlEВкл колокольчик 🔔Короче говоря, в этом видео вы увидите, продолжение нашего сериала про терминатора. Моя девушка была в заложниках, в моём организме находился вирус, я не мог контролировать своё тело и должен был уничтожить своего очкастого брата. А вот что было дальше, смотрите в видео  #КОРОЧЕ #ГОВОРЯ, КОРОЧЕ ГОВОРЯ, ТЕРМИНАТОРЫ #ТЕРМИНАТОР2 Досмотри видео до конца и ты узнаешь, что вытворил очкастый задрот на этот раз. Обязательно подписывайтесь и нажимайте на колокольчик, вам понравится наш юмор! СМОТРИТЕ МОИ ВИДЕО В ФОРМАТЕ KOROCHE GOVORYA И КАЖДЫЙ ТАКОЙ:КОРОЧЕ ГОВОРЯ, Я СЛОМАЛ НОГУ - https://youtu.be/1BB0bJo8YSIКОРОЧЕ ГОВОРЯ, МЕНЯ ОГРАБИЛИ - https://youtu.be/81U-nB0mYRcКОРОЧЕ ГОВОРЯ, iPHONE Xs - https://youtu.be/No2WH22quKsКОРОЧЕ ГОВОРЯ, СЕРИАЛ - https://youtu.be/8IuxHR0zS60КАЖДЫЙ БРАТ ТАКОЙ 2 - https://youtu.be/zxKZLvxPDH8О канале Очкастый Задрот: этот канал будет радовать вас разными видео в формате короче говоря, типы людей, типы друзей, от первого лица, каждый брат такой, каждый учитель такой, каждый папа такой, каждый блогер такой и др. Формат #каждыйтакой вы могли увидеть на канале Mak, #корочеговоря снимают Room factory, Тим Тим, OneTwo и Mak. А формат #отпервоголица вы могли видеть на канале Black Horse и ИККЕРО.  КОРОЧЕ ГОВОРЯ, КАЖДЫЙ ТАКОЙ И ОТ ПЕРВОГО ЛИЦА - это формат! У нас ты найдёшь весёлый юмор и захватывающий контент. Очкастый задрот всегда рад новым подписчикам, поэтому подписывайся на нас и ты не сможешь заскучать! Новое видео каждую пятницу! Не забудь нажать на колокольчик! СОЦИАЛЬНЫЕ СЕТИ:-НАШ ПАБЛИК: https://vk.com/zzzadr_tv-Я В ВК: https://vk.com/androndunai-ОПЕРАТОР: https://vk.com/id157124015 -ТЭД: https://vk.com/useless_guy-INSTAGRAM: https://www.instagram.com/andron_dunai/-СОТРУДНИЧЕСТВО: alexanderdunai2010@gmail.com#терминаторы #роботизбудущего #роботы #явбудущем #будущее #очкастыйзадора #очкастыйзадрот #юмор #очкастый #задротProduction Music courtesy of Epidemic Sound"
"lKOGL-eyRAA","TheBrianMaps МОЕ ТЕМНОЕ ПРОШЛОЕ Реакция | BrianMaps | Реакция на МОЕ ТЕМНОЕ ПРОШЛОЕ | БРАЙН МАПС","2018-10-31T16:32:25.000Z","UCT5yaMwzQ_VQwP0ZIbTRuDg","Bodya","22","18.01.11","TheBrianMaps МОЕ ТЕМНОЕ ПРОШЛОЕ|TheBrianMaps МОЕ ТЕМНОЕ ПРОШЛОЕ Реакция|Реакция на TheBrianMaps МОЕ ТЕМНОЕ ПРОШЛОЕ|МОЕ ТЕМНОЕ ПРОШЛОЕ|МОЕ ТЕМНОЕ ПРОШЛОЕ Реакция|Реакция на МОЕ ТЕМНОЕ ПРОШЛОЕ|TheBrianMaps|TheBrianMaps Реакция|Реакция на TheBrianMaps|BrianMaps|BrianMaps Реакция|Реакция на BrianMaps|брайн мапс|брайн мапс Реакция|Реакция на брайн мапс|реакция|детские фото|Брайн Мапс|юмор|богдан|thebrianmaps|мои детские фотографии|Bodya|Бодя","21016","2690","116","629","https://i.ytimg.com/vi/lKOGL-eyRAA/default.jpg","False","False","●Instagram → https://www.instagram.com/love._.funy/●Я ВКонтакте → https://vk.com/lolbodya●Periscope → https://www.pscp.tv/Bodya_Jesus/follow●Группа ВК → https://vk.com/bodya_strim●Оригинальное видео → https://www.youtube.com/watch?v=RCmxM-6wG-s●По поводу рекламы и сотруднечества → https://vk.com/antisatana666 (Писать с пометкой Реклама)Сегодня мы смотрим (Реагируем) на TheBrianMaps (BrianMaps) (БрэйнМапс) и его новый видосик:TheBrianMaps МОЕ ТЕМНОЕ ПРОШЛОЕ РеакцияBrianMapsБРАЙН МАПС"
"ajqo_Mppv9Y","Жена с детьми уехали на Юг - Азбука Уральских Пельменей Г - Уральские Пельмени (2018)","2018-10-31T15:00:00.000Z","UCq2xl8Soe_NxR9EzLmahcTA","Уральские Пельмени","23","18.01.11","Жена с детьми уехали на Юг|уральские пельмени жена с детьми уехали на юг|уральские пельмени жена с детьми уехали|Азбука Уральских Пельменей|уральские пельмени азбука|уральские пельмени г|уральские пельмени 2018|отдыхатико|уральские пельмени отдыхатико|уральские пельмени жена уехала|жена уехала с детьми|уральские пельмени соседки|номер про жену|номер про мужа|сценка про жену|сценка про мужа|сборник уральских пельменей|невошедшее|уральские пельмени невошедшее","132277","2831","134","119","https://i.ytimg.com/vi/ajqo_Mppv9Y/default.jpg","False","False","Жена с детьми уехали на Юг (Отдыхатико) - номер из сборника Азбука Уральских Пельменей - ГАфиша и билеты на Шоу Уральские Пельмени ►http://pelmeny.netПодпишись на Пельменей ►https://www.youtube.com/c/pelmenitv?sub_confirmation=1Полный выпуск ►https://www.youtube.com/watch?v=J0AOtNfSB7gТо, что осталось за кадром! Цикл выпусков с невошедшими миниатюрами и скетчами. А также самые смешные ляпы и оговорки!Читай все наши новости, смотри фото, участвуй в конкурсах и узнавай обо всех событиях в команде в наших сообществах ►ВК: http://vk.com/pelmeny_tv►Facebook: https://www.facebook.com/Pelmeny►Instagram: http://instagram.com/ural_pelmeny►Одноклассники: http://ok.ru/pelmeny►Twitter: https://twitter.com/Pelmeny►Google+: https://plus.google.com/+pelmeniTV►Мой Мир: http://my.mail.ru/community/ural_pelmenyНа официальном YouTube канале Уральских Пельменей смотри бесплатно онлайн все номера, видео за кадром, вырезанное из эфира СТС, закулисные съемки, ляпы и тематические подборки с участием артистов Шоу: Дмитрия Брекоткина, Андрея Рожкова, Вячеслава Мясникова, Юлии Михалковой, Дмитрия Соколова, Максима Ярицы, Сергея Исаева, Иланы Юрьевой, Александра Попова, Сергея Ершова, Ксении Корневой.Уральские Пельмени - российское творческое объединение из Екатеринбурга, работающее в комедийном жанре. Организовано в 1993 году как команда КВН. Одна из самых популярных команд КВН, чемпионы Высшей лиги КВН 2000 года. С 2009 года Уральские Пельмени представляют собственное одноименное юмористическое шоу на телеканале СТС, а также ряд других юмористических проектов.Команда состоит из 12 человек во главе с Сергеем Исаевым. Актёры команды являются и авторами номеров; в то же время есть и другие группы сценаристов, которые трудятся над различными проектами Уральских пельменей.Вкусные, горячие, вареные или отмороженные, со сметанкой и с юмором - Уральские Пельмени!Пельмени залезли без масла в нашу жизнь и теперь занимаются производством телепередач, режиссурой, рекламой, выступают на новогодних корпоративах (а кто, извините, на них не выступает??) и колесят по разным городам, чтобы не столько мир посмотреть, сколько себя показать. У жителей многих городов есть возможность получать порцию Уральских Пельменей на ужин не только из телевизора и в YouTube, но и вживую со сцены. Ждём вас на наших шоу! ►http://pelmeny.net"
"vcnlexSoJLg","КИСА АЛИСА РАЗЫГРАЛА ВСЕХ! ХЭЛЛОУИН ПРАНК ОТ КОТОМОНСТРА","2018-10-30T10:58:29.000Z","UCigoz5z4eB-yGZCZhzvdRFw","Magic Pets","22","18.01.11","мэджик петс|magic pets|киса алиса|пранк|хэллоуин|притворилась мертвой|разыграли маму|разыграла сестру|разыграла брата|разыграли папу|разыграла подругу|розыгрыш|пранки|напугала маму|сюрприз|смешное видео|юмор","258526","19873","1009","4426","https://i.ytimg.com/vi/vcnlexSoJLg/default.jpg","False","False","ПРОВЕРЯЕМ ЛАЙФХАКИ ТРУМ ТРУМ ДЛЯ ПИТОМЦЕВ: https://youtu.be/_ItD-O28szIАНЯ ПОЗВОНИЛА НА НОМЕР 666! ЕЙ ПЕРЕЗВОНИЛИ: https://youtu.be/An90bBeR164ПОДПИШИСЬ на Magic Pets - https://goo.gl/WBQw1j ▼ЖМИ ЕЩЁ▼В этом видео КОТО #пранк КИСА АЛИСА ВСЕХ РАЗЫГРАЛА И НАПУГАЛА ПИТОМЦЕВ ПРИТВОРИЛАСЬ МЕРТВОЙ НА #ХЭЛЛОУИН - волшебные #питомцы покемон Юми Чу, ее родители песики Эйван, Миша и тетя чихуахуа Софи собрались с Аней на прогулку, а Киса Алиса почему-то идти не захотела. Киса Алиса решила сделать пранк над друзьями и Аней - она своровала две пачки кетчупа и размазала их по полу в комнате, а сама улеглась в эту лужу. Когда ребята вернулись домой, первой её нашла Юми Чу...МЫ В СОЦСЕТЯХ:Сотрудничество и реклама: magic@wildjam.ruКанал Magic Family: https://goo.gl/OZtOql Канал Anny Magic: https://goo.gl/AECAZSPets Instagram: https://goo.gl/NxGuKpАнин Instagram: https://goo.gl/RjeFZ5Magic Pets Вк: https://vk.com/mfpetsАнин Вк: http://vk.com/ilvrekeLIVE канал Ани: https://goo.gl/8FZUAKАдрес: 249930, Калужская обл, Мосальск, Ленина, 49, а/я 238Привет! Мы, Magic Pets, волшебные питомцы Anny Magic! Чихуахуа Софи Сан, её брат Эйван Бро, его жена Миша Лайк, удочеренные покемон Юми Чу, её подруга Киса Алиса и другие животные! Подписывайся на веселые приключения Magic Pets! Жми колокольчик! Ставь лайк! Пиши комментарий! Загляни на главный канал Magic Family и канал хозяйки Anny Magic! Волшебные пёсики едят корм PLATINUM, можешь купить пачку с Меджик стикером и автографом: https://myplatinum.ru, а тут наш MAGIC мерч: https://goo.gl/YwvNEJМУЗЫКА: Лицензия: Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/), Spooky Ride by Twin Musicom - http://www.twinmusicom.org"
"GAaVOz2_oCk","Выручили ПОДРУГУ!!!","2018-10-30T06:33:06.000Z","UCJHLDABSk22tuRHH8KcwEZg","Funny Friends","24","18.01.11","[none]","646678","10936","4653","3666","https://i.ytimg.com/vi/GAaVOz2_oCk/default.jpg","False","False","Ксюша несколько часов провела в школьной кладовой.Инцидент произошёл во время её дежурства в классе.Маша  и Кирилл сделали всё, чтобы освободить подругу...Видео: https://youtu.be/GAaVOz2_oCk"
"a2CRXNGMAKg","10 глупых вопросов КИБЕРСПОРТСМЕНУ | Владимир No[o]ne Миненко","2018-10-30T13:39:49.000Z","UCI1kMGGuS1GQG0lLUWWP5zQ","ЖИЗА","24","18.01.11","киберспорт|гейминг|геймер|No[o]ne|Владимир Миненко|Virtus.pro|Виртус про|Нави|NAVI|Эпецентр|ЖИЗА|10 глупых вопросов|10 тупых вопросов|стрим|твич|twitch|тупой вопрос|глупый вопрос|частые вопросы|дота|ксго|Dota2|CS:GO","522123","26307","944","2038","https://i.ytimg.com/vi/a2CRXNGMAKg/default.jpg","False","False","Новый гость 10 глупых вопросов – профессиональный киберспортсмен, участник команды Virtus.pro (Dota2) Владимир No[o]ne Миненко. Мы задали Вове самые глупые вопросы о профессиональном киберспорте и получили на них умные ответы. YouTube канал Virtus.pro https://goo.gl/SH9RexYouTube канал Владимира No[o]ne Миненко https://goo.gl/etaERCЖИЗА в Instagram: https://www.instagram.com/zhiza_showFAQ – почему мы не озвучиваем вопросы: https://goo.gl/X1mJZVДругие выпуски «10 глупых вопросов»:-акушер-гинеколог https://goo.gl/DVs4r3-сомелье https://goo.gl/QZxCPx-учитель английского https://goo.gl/YpGS5H-актриса https://goo.gl/KEpKc7-пилот https://goo.gl/s1yX33-кинолог https://goo.gl/uCPbGo-шеф-повар https://goo.gl/6d31Wu-психолог-психотерапевт https://goo.gl/CbMGE5-космонавт https://goo.gl/Egtny5-судмедэксперт https://goo.gl/NU5NrM-букмекер https://goo.gl/fvzrLZ-балерина https://goo.gl/Uiy3mB-бармен https://goo.gl/5R75ey-ведущий мероприятий https://goo.gl/5KtKDi-футбольный комментатор https://goo.gl/M81vZ9-порноактриса https://goo.gl/a3mfM4-стенд-ап комик https://goo.gl/g5chxn-хирург https://goo.gl/8cUSWM-астролог https://goo.gl/6QU8WB-геодезист https://goo.gl/TjdZYi -тату-мастер http://goo.gl/pgm2zS-кинорежиссер http://goo.gl/Syy3Ff-стюардесса https://goo.gl/fJNFmR -парикмахер-стилист https://goo.gl/7KgaJM-event-продюсер https://goo.gl/CeQvcC-digital-специалист https://goo.gl/7C1wZi Музыка из выпуска: Christian Nanzell – Midwest DinerChristian Nanzell – ContrabandГолос заставки: https://vk.com/vladimirigrichКреативное агентство ЖИЗА – это YouTube канал, на котором регулярно выходят разные форматы полезных и развлекательных шоу. Если вы уже не смотрите телек, но еще не знаете, что посмотреть в YouTube, то скорее подписывайтесь!Коля: https://www.instagram.com/pruzhininСаша: https://www.instagram.com/shishkanov_officialYARD New Media House ©Все права защищены."
"mZ-VecpFGWY","Ворона. 5 серия","2018-10-30T19:45:01.000Z","UCsA_vkmuyIRlYYXeJueyIJQ","НТВ","1","18.01.11","NTV|НТВ|сериалы на НТВ|лучшие сериалы|эксклюзив|премьера|Ворона|сериал Ворона|новый сериал|Ворона на НТВ|Боярская|Белый|детектив|триллер|новый детектив|наше кино|сериалы НТВ|сериалы 2018","277981","771","136","288","https://i.ytimg.com/vi/mZ-VecpFGWY/default.jpg","False","False","После опроса работников турбазы выясняется, что охранник Гуренко общался с утонувшим в прошлом году Мигуновым. Воронцова едет в деревню, где живет сестра Мигунова. Во время разговора с беременной Мигуновой она обращает внимание на полную окурков пепельницу и собаку. Вспомнив, что с турбазы пропал пес охранника, Воронцова пытается выбраться из дома, но становится пленницей Гуренко... #сериалВорона. Все серии: https://www.youtube.com/playlist?list=PLSgy-gJ-dkS-odnNbIgJYzAKrKRy4_Zy6http://www.ntv.ru/video/click1655621/?catid=4&vcid=1655621&vcver=0"
"qbmBIxagEpI","КАЖДЫЙ ЭКСТРАСЕНС ТАКОЙ / МАКСИМО ЭКСТРАСЕНСО","2018-10-31T15:01:04.000Z","UCcAOvyi5ZWm14E9XBF38Uqg","Максим Старосвитский","23","18.01.11","room factory|короче говоря|старосвитский|хэллоуин|экстрасенты|битва экстрасенсов|РУМ ФАКТОРИ|рум фэктори|МАКСИМО ЭКСТРАСЕНСО|КАЖДЫЙ|каждый экстрасенс","70225","10986","521","589","https://i.ytimg.com/vi/qbmBIxagEpI/default.jpg","False","False","ВК  ► https://vk.com/starosvitskiyInstagram  ► https://www.instagram.com/starosvitskiy/Twitter  ► https://twitter.com/MStarosvitskiyГеворг ► https://vk.com/id25055529По вопросам сотрудничества ► starosvitskiy@wildjam.ru"
